,PLAYER,TEAM,GP,MPG,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%,RK,YEAR
18,"Vlad Moldoveanu, F",AMER,30,33.7,20.4,6.6-15.0,.438,2.0-5.4,.368,5.3-6.4,.832,19,2011
19,"Tu Holloway, G",XAV,31,38.4,20.2,5.4-12.5,.430,1.9-5.5,.349,7.5-8.6,.869,20,2011
20,"Cameron Jones, G",NAU,31,33.7,20.2,7.9-17.3,.456,1.2-2.9,.411,3.2-4.0,.806,21,2011
21,"Talor Battle, G",PSU,33,38.0,20.1,6.5-15.5,.423,3.1-8.4,.366,4.0-5.3,.749,22,2011
22,"Alec Burks, G",COLO,34,31.3,20.1,6.5-14.2,.456,0.7-2.5,.282,6.4-7.8,.823,23,2011
23,"Noah Dahlman, F",WOF,33,31.2,20.0,7.5-12.3,.612,0.0-0.0,.000,4.9-6.4,.764,24,2011
24,"Justin Hurtt, G",TLSA,32,33.7,20.0,6.4-15.4,.417,2.7-7.3,.368,4.4-5.5,.811,25,2011
25,"Brandon Bowdry, F",EMU,30,32.3,19.9,6.8-15.3,.446,0.9-2.7,.346,5.3-7.8,.681,26,2011
26,"Alex Young, G-F",IUPU,33,36.6,19.7,7.4-15.5,.476,1.2-3.6,.333,3.7-5.0,.733,27,2011
27,"Ken Horton, F",CCSU,31,35.4,19.5,6.9-14.0,.492,1.9-5.1,.376,3.8-4.4,.869,28,2011
28,"Jacob Pullen, G",KSU,29,32.5,19.5,5.9-14.2,.416,2.3-6.2,.370,5.3-6.9,.775,29,2011
29,"LaceDarius Dunn, G",BAY,28,35.3,19.5,6.0-15.2,.398,3.2-8.9,.357,4.3-5.1,.826,30,2011
30,"Nate Wolters, G",SDST,31,33.2,19.5,6.5-14.5,.448,1.4-3.3,.408,5.2-6.5,.796,31,2011
31,"John Jenkins, G",VAN,31,34.5,19.5,5.9-13.0,.458,3.1-7.7,.402,4.5-5.0,.891,32,2011
32,"Gilberto Clavell, F",SHSU,31,30.1,19.5,6.9-12.3,.559,0.1-0.2,.286,5.6-8.0,.709,33,2011
33,"Dominique Morrison, F",ORU,30,34.6,19.4,6.6-13.0,.512,1.3-3.2,.402,4.8-6.1,.788,34,2011
34,"Kevin Foster, G",SCU,33,31.7,19.4,5.7-15.1,.380,3.5-9.6,.368,4.4-5.4,.814,35,2011
35,"John Holland, G-F",BU,33,33.9,19.2,5.9-15.4,.387,2.2-6.7,.329,5.2-6.0,.859,36,2011
36,"Randy Culpepper, G",UTEP,34,36.0,19.1,6.4-14.8,.436,1.9-5.9,.327,4.4-5.8,.751,37,2011
37,"Derrick Williams, F",ARIZ,34,29.9,19.1,5.9-9.6,.615,1.0-1.7,.603,6.3-8.5,.744,38,2011
38,"C.J. Reed, G",COOK,33,38.7,19.1,6.0-15.3,.393,1.6-4.8,.331,5.4-6.6,.817,39,2011
39,"C.J. Wilkerson, G",NCCU,29,37.1,19.0,5.5-11.9,.465,1.5-3.9,.393,6.4-8.7,.745,40,2011
40,"Chris Warren, G",MISS,33,34.7,19.0,5.6-13.9,.402,2.7-8.0,.340,5.0-5.4,.933,41,2011
41,"Troy Gillenwater, F",NMSU,27,30.3,18.9,6.4-14.0,.459,1.4-3.8,.363,4.7-6.3,.749,42,2011
42,"Andrew Warren, G",BRAD,32,36.7,18.8,6.1-14.8,.414,2.4-6.1,.390,4.2-4.9,.859,43,2011
43,"Gary Flowers, F",USM,31,31.1,18.8,7.1-14.8,.476,1.6-4.0,.407,3.0-4.2,.723,44,2011
44,"Ryan Rossiter, F",SIE,31,37.4,18.7,6.6-14.2,.468,0.1-0.6,.150,5.4-6.8,.787,45,2011
45,"Landon Clement, G",NCCU,30,36.0,18.7,6.1-14.1,.432,3.6-8.9,.407,2.9-3.6,.804,46,2011
46,"Anthony Gurley, G",UMASS,30,30.7,18.7,6.4-15.4,.418,2.0-5.7,.349,3.8-5.2,.731,47,2011
47,"Jordan Hamilton, G-F",TEX,34,32.1,18.6,6.7-15.2,.441,2.6-6.6,.388,2.7-3.4,.784,48,2011
48,"Jon Leuer, F",WIS,31,33.6,18.6,6.9-14.4,.477,1.6-4.4,.378,3.2-3.8,.847,49,2011
49,"Papa Dia, F",SMU,31,34.1,18.6,7.0-12.2,.578,0.4-0.9,.448,4.1-5.4,.771,50,2011
50,"Malcolm Delaney, G",VT,32,38.3,18.6,5.4-13.1,.414,2.4-6.1,.402,5.3-6.3,.850,51,2011
51,"Ben Hansbrough, G",ND,32,35.3,18.5,5.8-11.9,.486,2.6-5.8,.441,4.4-5.4,.814,52,2011
52,"Desmond Holloway, G",CCAR,26,32.0,18.5,6.2-12.4,.502,0.9-2.6,.353,5.1-6.7,.763,53,2011
53,"Reggie Jackson, G",BC,32,34.0,18.4,6.5-12.9,.502,2.1-5.0,.419,3.3-4.2,.789,54,2011
54,"Austin Kenon, G",VMI,28,30.0,18.4,5.4-12.3,.438,3.3-7.9,.419,4.3-5.0,.844,55,2011
55,"Leroy Nobles, G-F",IUPU,32,35.8,18.3,5.6-11.9,.474,2.0-5.5,.371,5.0-6.1,.821,56,2011
56,"Markeith Cummings, F",KENN,31,35.5,18.3,6.4-14.0,.456,0.4-1.8,.211,5.1-7.6,.672,57,2011
57,"Mike Glover, F",IONA,33,34.4,18.2,6.9-11.5,.603,0.0-0.1,.000,4.4-7.2,.619,58,2011
58,"Antwan Carter, C",LONG,31,32.5,18.2,7.6-13.4,.572,0.3-1.2,.243,2.6-3.9,.683,59,2011
59,"E'Twaun Moore, G",PUR,32,33.8,18.2,6.5-14.5,.450,2.2-5.3,.411,3.0-4.3,.701,60,2011
60,"Jordan Taylor, G",WIS,31,36.2,18.1,5.8-12.9,.453,2.1-4.8,.433,4.4-5.1,.849,61,2011
61,"Jovonni Shuler, G-F",SAV,30,34.7,18.1,5.8-14.4,.400,2.6-7.3,.350,4.0-5.4,.736,62,2011
62,"Dwight Hardy, G",SJU,32,34.1,18.0,5.8-12.8,.449,1.8-5.3,.351,4.7-5.6,.843,63,2011
63,"Keith Benson, C",OAK,34,32.2,18.0,6.6-12.0,.553,0.3-0.6,.409,4.5-7.0,.647,64,2011
64,"Vaughn Duggins, G",WRST,33,35.2,18.0,6.1-13.7,.447,1.1-3.6,.311,4.6-5.6,.822,65,2011
65,"Tristan Thompson, G",UNT,33,32.0,18.0,4.8-10.4,.459,2.0-4.8,.418,6.4-7.7,.834,66,2011
66,"Austin Freeman, G",GTWN,31,33.8,17.9,6.5-13.4,.484,2.0-5.4,.373,2.9-3.4,.865,67,2011
67,"Justin Harper, F",RICH,34,31.5,17.9,6.6-12.1,.543,2.1-4.6,.465,2.6-3.3,.786,68,2011
68,"Denzel Bowles, F",JMU,32,32.4,17.8,6.9-11.9,.582,0.0-0.0,.000,4.0-5.6,.713,69,2011
69,"Will Pratt, F",NWST,32,25.0,17.8,6.0-11.9,.508,0.7-2.1,.309,5.0-7.5,.668,70,2011
70,"Darrion Pellum, G",HAMP,31,36.7,17.7,5.9-15.2,.390,2.3-6.8,.340,3.5-5.0,.714,71,2011
71,"Adnan Hodzic, F",LIP,30,31.6,17.7,6.9-12.2,.563,0.0-0.3,.125,4.0-5.5,.726,72,2011
72,"Jamarr Sanders, G",UAB,30,34.8,17.7,6.3-14.9,.426,2.8-7.5,.378,2.2-2.8,.807,73,2011
73,"Nick Barbour, G",HP,29,29.8,17.7,5.5-13.6,.405,2.3-6.5,.362,4.3-5.5,.788,74,2011
74,"Chad Tomko, G",UNCW,31,36.5,17.6,6.1-14.8,.414,2.6-7.0,.370,2.8-3.5,.813,75,2011
75,"Kenneth Faried, F-C",MORE,33,34.6,17.6,6.8-10.5,.644,0.0-0.0,.000,4.1-7.0,.578,76,2011
76,"Jamarco Warren, G",CHSO,32,33.4,17.6,5.6-12.8,.439,2.5-6.8,.369,3.8-4.4,.866,77,2011
77,"Jay Couisnard, F",UMKC,29,33.5,17.6,5.9-12.1,.489,1.6-4.2,.366,4.2-6.7,.637,78,2011
78,"Ravern Johnson, G",MSST,28,34.9,17.6,5.8-13.5,.430,3.0-7.4,.403,3.0-3.9,.780,79,2011
79,"Brandon Knight, G",UK,33,35.8,17.5,5.8-13.2,.440,2.3-5.9,.387,3.6-4.6,.789,80,2011
80,"Scotty Hopson, G",TENN,31,29.5,17.4,6.0-13.3,.455,1.7-4.5,.377,3.6-4.9,.739,81,2011
81,"Reggie Hamilton, G",OAK,34,28.7,17.4,5.8-11.9,.488,2.4-6.2,.377,3.4-4.1,.836,82,2011
82,"Isiah Williams, G",UVU,30,30.7,17.4,5.6-14.2,.398,2.7-7.3,.376,3.4-4.0,.849,83,2011
83,"Delroy James, F",URI,32,34.3,17.3,6.2-14.3,.431,0.9-3.8,.240,4.1-5.5,.734,84,2011
84,"Iman Shumpert, G",GT,31,32.0,17.3,5.7-14.1,.406,1.4-4.9,.278,4.5-5.6,.806,85,2011
85,"Nikola Vucevic, F",USC,33,34.8,17.3,6.4-12.8,.504,0.9-2.5,.354,3.6-4.8,.752,86,2011
86,"Marcus Morris, F",KU,34,27.9,17.3,6.3-10.8,.587,0.7-2.0,.362,3.9-5.7,.689,87,2011
87,"Andy Ogide, F",CSU,31,29.7,17.3,6.7-11.4,.590,0.3-0.8,.375,3.5-5.4,.649,88,2011
88,"Diante Garrett, G",ISU,32,36.7,17.3,6.7-16.2,.413,1.8-5.8,.319,2.1-2.5,.825,89,2011
89,"Mike Smith, G",ETSU,32,34.3,17.3,6.1-13.3,.455,1.4-3.8,.366,3.7-4.8,.778,90,2011
90,"Cameron Wells, G",CIT,32,35.8,17.3,6.2-14.1,.437,0.6-2.4,.247,4.3-5.3,.827,91,2011
91,"Jared Sullinger, F",OSU,34,31.9,17.2,6.0-11.1,.536,0.1-0.4,.250,5.2-7.4,.704,92,2011
92,"Drew Viney, F",LMU,27,33.7,17.2,6.2-12.9,.479,1.4-3.7,.376,3.4-4.4,.767,93,2011
93,"Kalin Lucas, G",MSU,33,33.3,17.2,5.8-13.3,.433,1.5-4.0,.386,4.1-5.0,.824,94,2011
94,"Shane Gibson, G",SHU,29,32.6,17.2,6.0-13.6,.440,2.6-6.7,.389,2.7-3.2,.837,95,2011
95,"Kyle Singler, F",DUKE,34,35.0,17.1,6.0-14.0,.426,1.7-5.4,.319,3.5-4.2,.826,96,2011
96,"Will Clyburn, G",UTAH,30,34.7,17.1,5.4-12.1,.450,2.1-5.1,.403,4.2-5.5,.759,97,2011
97,"Carl Montgomery, F",CHS,32,27.2,17.1,6.4-12.4,.516,0.1-0.5,.188,4.2-6.6,.632,98,2011
98,"Marcus Denmon, G",MIZ,33,30.4,17.1,5.9-11.7,.506,2.4-5.3,.455,2.8-3.7,.754,99,2011
99,"TyShwan Edmondson, G",PEAY,33,32.0,17.1,6.2-14.8,.423,2.2-5.9,.369,2.4-3.2,.745,100,2011
0,"Reggie Hamilton, G",OAK,32,35.5,25.7,7.8-17.3,.447,3.3-7.8,.418,6.9-7.9,.874,1,2012
1,"Damian Lillard, G",WEB,30,34.3,24.5,7.2-15.4,.470,3.0-7.1,.425,7.0-8.0,.883,2,2012
2,"Doug McDermott, F",CREI,33,31.7,23.2,8.9-14.5,.610,1.6-3.2,.495,3.8-4.8,.799,3,2012
3,"Quincy Roberts, G",GRAM,21,35.5,22.7,7.1-17.3,.409,1.9-5.8,.320,6.7-8.3,.800,4,2012
4,"Shane Gibson, G",SHU,32,33.8,22.0,7.9-15.5,.510,2.7-6.3,.433,3.5-4.1,.862,5,2012
5,"C.J. McCollum, G",LEH,33,32.9,21.9,7.3-16.0,.455,1.8-4.9,.356,5.6-6.8,.821,6,2012
6,"Gerardo Suero, G",ALBY,31,31.7,21.6,7.0-15.0,.464,0.9-2.5,.372,6.8-8.1,.833,7,2012
7,"Terrell Stoglin, G",MD,32,32.7,21.6,6.9-16.7,.413,2.8-7.4,.384,5.0-6.3,.787,8,2012
8,"Nate Wolters, G",SDST,33,35.7,21.3,7.4-16.5,.446,1.0-4.0,.244,5.6-7.1,.786,9,2012
9,"Frank Gaines, G",IPFW,30,32.1,21.2,6.9-15.5,.445,1.6-4.7,.345,5.7-7.7,.748,10,2012
10,"Kevin Murphy, G",TNTC,32,34.6,21.1,7.4-16.5,.448,2.5-5.8,.429,3.8-5.3,.724,11,2012
11,"Nick Barbour, G",HP,31,32.7,20.4,6.0-13.4,.446,3.5-7.2,.484,5.0-6.0,.829,12,2012
12,"Alex Young, G-F",IUPU,32,32.8,20.4,6.8-16.1,.424,1.8-5.4,.339,4.9-6.0,.817,13,2012
13,"Colt Ryan, G-F",EVAN,31,36.2,20.2,6.1-14.1,.429,2.3-5.3,.427,5.8-6.9,.846,14,2012
14,"Kevin Jones, F",WVU,32,38.3,20.1,8.0-15.5,.513,1.1-3.9,.272,3.1-4.0,.781,15,2012
15,"J'Covan Brown, G",TEX,33,35.4,20.1,6.6-15.8,.417,2.3-6.4,.367,4.6-5.4,.860,16,2012
16,"Dominique Morrison, F",ORU,33,36.5,20.0,6.4-13.0,.492,1.7-3.8,.433,5.6-6.8,.821,17,2012
17,"Mike Moore, G",HOF,32,34.6,19.9,6.3-14.9,.419,2.5-6.5,.391,4.9-6.0,.817,18,2012
18,"John Jenkins, G",VAN,33,33.7,19.9,6.3-13.1,.478,3.9-8.7,.448,3.4-4.1,.843,19,2012
19,"John Shurna, F",NW,31,37.3,19.8,6.9-14.8,.467,2.7-6.4,.429,3.3-4.3,.754,20,2012
20,"Orlando Johnson, G",UCSB,30,34.3,19.7,6.7-14.8,.450,2.2-5.3,.421,4.2-6.0,.694,21,2012
21,"Darryl Partin, G",BU,32,33.7,19.6,6.8-16.8,.407,2.2-6.9,.312,3.8-5.3,.719,22,2012
22,"Antwan Carter, C",LONG,31,34.0,19.4,7.9-15.5,.510,0.7-2.4,.307,2.8-4.0,.715,23,2012
23,"Isaiah Canaan, G",MURR,31,33.5,19.2,5.8-11.9,.484,3.1-6.5,.473,4.6-5.5,.840,24,2012
24,"Devon Saddler, G",DEL,31,35.6,19.1,6.2-15.7,.393,1.9-6.1,.312,4.9-6.0,.817,25,2012
25,"Charles Odum, G",PRST,32,31.4,19.1,6.0-11.3,.529,1.2-3.5,.339,5.9-7.1,.833,26,2012
26,"Ken Horton, F",CCSU,28,34.5,19.0,6.9-14.0,.491,1.6-5.3,.313,3.6-4.5,.802,27,2012
27,"Tim Frazier, G",PSU,32,37.1,18.8,6.5-15.5,.419,0.8-2.7,.314,5.0-6.3,.791,28,2012
28,"Wendell McKines, F",NMSU,34,33.5,18.8,6.7-14.6,.459,1.5-4.2,.352,3.9-5.2,.757,29,2012
29,"Charlie Westbrook, G",SDAK,28,32.4,18.7,6.5-14.1,.464,1.3-3.4,.389,4.3-5.6,.766,30,2012
30,"George Beamon, G",MAN,31,31.7,18.6,6.1-12.7,.481,1.9-4.5,.428,4.4-5.5,.797,31,2012
31,"Zack Rosen, G",PENN,31,38.1,18.5,6.5-14.3,.457,2.3-5.7,.407,3.2-3.6,.892,32,2012
32,"Mike Glover, F",IONA,32,33.6,18.5,7.3-11.3,.644,0.0-0.0,.000,3.9-6.0,.656,33,2012
33,"Darius Johnson-Odom, G",MARQ,31,32.5,18.5,6.2-13.7,.451,2.3-5.8,.397,3.8-4.9,.765,34,2012
34,"Andrew Nicholson, F",SBON,31,30.1,18.4,6.8-11.9,.576,0.6-1.5,.396,4.1-5.3,.780,35,2012
35,"Trevis Simpson, G-F",UNCG,30,27.8,18.3,6.2-16.2,.383,2.0-6.5,.311,3.9-5.2,.755,36,2012
36,"Charles Hinkle, F",AMER,31,34.3,18.3,5.4-13.3,.408,2.6-6.2,.422,4.9-5.8,.834,37,2012
37,"Darrion Pellum, G",HAMP,33,38.5,18.3,5.9-16.4,.362,2.2-7.4,.296,4.2-5.6,.755,38,2012
38,"Aaron Broussard, F",SEA,27,29.2,18.2,6.8-14.6,.467,1.3-4.0,.327,3.3-4.6,.718,39,2012
39,"Greg Mangano, F",YALE,28,32.0,18.2,6.8-14.4,.473,1.3-3.9,.330,3.4-5.0,.667,40,2012
40,"Patrick Richard, G-F",MCNS,32,36.5,18.1,5.8-14.3,.408,1.5-5.4,.279,5.0-6.5,.769,41,2012
41,"Will Barton, G",MEM,34,35.2,18.1,6.6-12.9,.511,1.0-3.0,.340,3.9-5.2,.746,42,2012
42,"Mike Scott, F",UVA,31,31.2,18.1,6.7-12.0,.562,0.2-0.6,.300,4.4-5.4,.810,43,2012
43,"Brock Motum, F",WSU,31,32.4,18.1,6.5-11.8,.551,0.9-2.3,.400,4.2-5.8,.722,44,2012
44,"Thomas Robinson, F",KU,33,31.6,17.9,6.8-12.8,.531,0.2-0.4,.462,4.1-6.0,.683,45,2012
45,"Kyle Vinales, G",CCSU,29,34.7,17.9,6.2-15.7,.393,2.4-6.3,.386,3.1-3.7,.843,46,2012
46,"Robert Covington, F",TNST,33,30.6,17.8,6.4-12.0,.531,1.9-4.3,.447,3.2-4.0,.782,47,2012
47,"Kevin Olekaibe, G",FRES,33,36.5,17.8,5.7-15.4,.372,2.8-8.2,.338,3.6-4.5,.797,48,2012
48,"LaMarcus Reed III, G",UTA,32,30.5,17.8,5.5-11.7,.468,1.9-5.0,.390,4.9-6.2,.797,49,2012
49,"Juan'ya Green, G",NIAG,33,37.2,17.7,5.7-14.1,.404,1.8-5.5,.339,4.5-5.6,.800,50,2012
50,"Jeremy Lamb, G-F",CONN,33,37.2,17.7,6.4-13.3,.481,2.1-6.2,.337,2.8-3.5,.816,51,2012
51,"Ramone Moore, G",TEM,31,36.5,17.7,6.2-14.5,.431,1.8-4.7,.386,3.4-4.5,.768,52,2012
52,"Jared Cunningham, G",ORST,33,34.7,17.7,5.3-12.2,.433,1.4-4.2,.333,5.7-7.8,.738,53,2012
53,"Jud Dillard, G",TNTC,32,33.5,17.7,6.1-11.7,.523,0.2-0.9,.207,5.3-6.4,.824,54,2012
54,"Marcus Denmon, G",MIZ,34,34.5,17.6,5.7-12.4,.461,2.8-6.8,.409,3.4-3.7,.898,55,2012
55,"Maalik Wayns, G",NOVA,29,33.6,17.6,5.6-13.5,.414,1.6-5.2,.298,4.9-5.4,.892,56,2012
56,"Jared Sullinger, F",OSU,32,30.1,17.6,6.3-11.7,.539,0.4-1.0,.394,4.5-6.0,.759,57,2012
57,"Ella Ellis, F",ARMY,30,30.5,17.5,5.4-13.0,.412,2.1-5.9,.358,4.7-5.6,.828,58,2012
58,"Phil Martin, G",UCRV,30,35.5,17.5,6.4-15.0,.425,1.3-3.7,.351,3.4-4.3,.805,59,2012
59,"Keith Gabriel, G",VMI,33,28.6,17.5,5.8-13.6,.429,2.3-7.1,.321,3.5-4.8,.745,60,2012
60,"Cleveland Melvin, F",DEP,31,32.1,17.5,7.1-15.8,.448,0.5-2.3,.229,2.8-4.4,.635,61,2012
61,"Julian Boyd, F",LIU,32,27.1,17.4,6.2-11.2,.557,0.6-1.5,.426,4.4-5.9,.737,62,2012
62,"Harrison Barnes, F",UNC,34,28.6,17.4,6.1-13.5,.454,1.3-3.4,.377,3.9-5.3,.724,63,2012
63,"Jae Crowder, F",MARQ,32,32.7,17.4,6.1-12.1,.505,1.8-5.0,.352,3.4-4.6,.736,64,2012
64,"Casper Ware, G",LBSU,33,33.6,17.4,5.6-13.7,.407,2.8-7.7,.361,3.5-4.3,.797,65,2012
65,"Robby Ptacek, G",CCSU,29,37.0,17.3,5.8-14.1,.412,1.4-4.3,.325,4.3-4.7,.920,66,2012
66,"Tyshawn Taylor, G",KU,33,33.3,17.3,5.9-11.9,.492,1.7-4.0,.435,3.8-5.5,.691,67,2012
67,"Reggie Chamberlain, G",UMKC,31,33.0,17.3,5.6-12.4,.453,3.1-6.6,.471,2.9-3.4,.865,68,2012
68,"Jamaal Franklin, G",SDSU,31,30.0,17.2,5.4-12.4,.434,1.5-4.8,.318,4.9-6.2,.793,69,2012
69,"Darryl Bryant, G",WVU,32,37.3,17.2,4.8-13.4,.362,2.2-7.0,.308,5.3-6.8,.784,70,2012
70,"Mike James, G",LAM,31,31.0,17.2,6.6-14.5,.457,1.2-3.7,.319,2.7-3.4,.810,71,2012
71,"Brandon Riley, G-F",SCST,28,32.7,17.1,6.3-15.6,.403,1.8-5.6,.325,2.7-3.5,.768,72,2012
72,"Tony Gallo, G",COPP,30,33.8,17.1,5.0-12.5,.397,2.7-7.5,.354,4.5-5.9,.758,73,2012
73,"Stan Okoye, F",VMI,32,28.9,17.1,6.3-12.0,.519,0.5-2.0,.266,4.1-6.1,.670,74,2012
74,"Chris Gaston, F",FOR,28,33.9,17.1,6.7-15.2,.441,0.1-0.3,.375,3.5-5.4,.651,75,2012
75,"Khalif Wyatt, G",TEM,30,32.8,17.1,5.2-10.8,.483,1.7-4.5,.388,4.9-5.7,.854,76,2012
76,"Keiton Page, G",OKST,32,35.6,17.1,5.1-12.3,.415,3.2-8.3,.386,3.6-4.2,.852,77,2012
77,"Jaron Jones, G",EKY,32,33.9,17.0,5.8-11.0,.531,0.8-2.0,.375,4.6-5.9,.774,78,2012
78,"Ryan Pearson, F",GMU,33,30.7,17.0,6.1-12.1,.503,0.8-2.4,.350,4.0-5.5,.725,79,2012
79,"Tu Holloway, G",XAV,31,36.6,17.0,4.6-11.1,.419,1.2-3.6,.336,6.5-7.5,.866,80,2012
80,"Harold Washington, G",CAN,30,35.0,17.0,6.1-13.7,.443,0.9-2.5,.360,3.9-5.1,.776,81,2012
81,"Alex Francis, F",BRY,30,32.6,17.0,6.2-12.0,.512,0.4-1.3,.342,4.2-6.3,.667,82,2012
82,"Gerald McLemore, G",MAINE,27,35.4,17.0,6.0-14.0,.427,2.7-6.8,.397,2.3-2.4,.924,83,2012
83,"Al'Lonzo Coleman, C",PRE,29,30.4,16.9,5.6-10.4,.540,0.1-0.4,.182,5.6-8.6,.655,84,2012
84,"Jamal Olasewere, F",LIU,33,25.9,16.8,5.8-10.1,.577,0.3-1.1,.297,4.9-6.6,.742,85,2012
85,"Torrey Craig, F",UPST,32,29.8,16.8,5.8-13.1,.443,2.5-7.0,.356,2.7-4.0,.685,86,2012
86,"D.J. Seeley, G",CSF,30,30.9,16.8,5.3-12.0,.440,2.1-4.9,.432,4.2-5.7,.737,87,2012
87,"D'Angelo Harrison, G",SJU,34,35.4,16.8,4.9-13.0,.374,2.3-6.4,.362,4.8-6.0,.799,88,2012
88,"Louie Krogman, G",SDAK,28,36.0,16.8,5.9-13.4,.444,2.9-7.5,.383,2.1-3.0,.694,89,2012
89,"Rakim Sanders, G-F",FAIR,33,32.1,16.8,6.5-13.0,.495,1.2-3.9,.315,2.7-4.2,.642,90,2012
90,"Kendrick Perry, G",YSU,31,34.8,16.8,5.7-11.8,.482,1.7-4.9,.355,3.6-5.2,.706,91,2012
91,"Carl Jones, G",JOES,32,36.4,16.8,5.3-12.7,.414,1.8-5.2,.347,4.5-5.6,.803,92,2012
92,"Darren White, G",CAMP,32,32.0,16.8,6.2-11.8,.520,1.4-3.7,.378,3.0-4.6,.660,93,2012
93,"DeJuan Wright, G",FIU,22,36.1,16.7,5.6-11.5,.488,0.9-2.3,.392,4.6-6.2,.745,94,2012
94,"Anthony Raffa, G",CCAR,30,31.0,16.7,6.0-12.2,.489,1.4-3.9,.362,3.4-4.5,.743,95,2012
95,"C.J. Harris, G",WAKE,30,35.1,16.7,5.1-10.7,.477,1.6-3.9,.422,4.9-5.8,.844,96,2012
96,"Mike Groselle, C",CIT,30,35.3,16.7,6.6-11.2,.591,0.0-0.0,.000,3.5-5.1,.682,97,2012
97,"Mike Muscala, C",BUCK,33,29.6,16.7,5.4-10.8,.501,0.2-0.5,.389,5.6-6.6,.849,98,2012
98,"Noah Hartsock, F",BYU,32,30.9,16.7,6.3-11.1,.565,0.3-1.0,.290,3.9-4.7,.839,99,2012
99,"Tony Wroten, G",WASH,31,30.2,16.7,5.9-13.1,.453,0.3-1.6,.180,4.5-7.8,.576,100,2012
0,"Erick Green, G",VT,32,36.4,25.0,8.2-17.2,.475,1.9-4.9,.389,6.8-8.3,.816,1,2013
1,"Doug McDermott, F",CREI,34,31.4,23.1,8.0-14.3,.561,2.2-4.4,.497,4.9-5.7,.860,2,2013
2,"Lamont Jones, G",IONA,33,36.8,23.0,7.4-16.6,.444,1.7-5.2,.324,6.6-7.5,.887,3,2013
3,"Nate Wolters, G",SDST,32,38.0,22.7,7.5-15.2,.493,2.0-5.1,.390,5.7-7.1,.810,4,2013
4,"Travis Bader, G",OAK,32,38.2,21.9,6.2-15.8,.391,4.2-10.9,.384,5.3-6.0,.881,5,2013
5,"Isaiah Canaan, G",MURR,31,36.5,21.8,6.9-16.1,.431,3.0-8.2,.370,4.9-6.0,.822,6,2013
6,"Kyle Vinales, G",CCSU,30,38.2,21.6,7.6-18.6,.411,2.7-7.3,.365,3.7-4.6,.804,7,2013
7,"Shane Gibson, G",SHU,29,32.8,21.6,7.3-16.4,.446,3.0-7.2,.416,4.0-4.6,.871,8,2013
8,"Stan Okoye, F",VMI,31,32.6,21.5,7.6-16.9,.451,1.9-5.2,.366,4.4-6.5,.668,9,2013
9,"Greg Gantt, G",FAU,32,36.7,21.2,7.3-17.2,.427,2.6-6.8,.387,3.8-4.8,.794,10,2013
10,"Tyler Haws, G",BYU,32,33.8,20.9,7.3-15.4,.473,1.2-3.2,.386,5.1-5.9,.868,11,2013
11,"Corey Hawkins, G",UCD,28,34.0,20.3,6.5-13.8,.474,1.7-4.3,.400,5.5-6.6,.842,12,2013
12,"Anthony Ireland, G",LMU,34,37.5,20.2,6.7-16.2,.413,1.9-5.1,.376,4.9-6.0,.823,13,2013
13,"Marshall Henderson, G",MISS,34,31.3,20.1,5.7-14.9,.385,3.9-10.8,.357,4.7-5.4,.880,14,2013
14,"Fred Hunter, G",NICH,27,31.9,19.9,6.9-12.1,.567,0.6-2.1,.276,5.5-8.3,.662,15,2013
15,"Devon Saddler, G",DEL,33,37.8,19.9,6.5-15.3,.428,1.7-5.0,.337,5.1-6.2,.820,16,2013
16,"Khalif Wyatt, G",TEM,32,33.1,19.8,5.9-14.2,.413,2.2-6.8,.326,5.9-7.1,.832,17,2013
17,"Pierre Jackson, G",BAY,31,34.8,19.8,6.2-14.4,.430,2.5-7.1,.348,4.9-6.3,.781,18,2013
18,"Frank Gaines, G",IPFW,32,34.0,19.8,6.2-14.3,.433,1.7-5.0,.344,5.7-7.7,.739,19,2013
19,"Colt Ryan, G-F",EVAN,30,33.1,19.6,6.5-15.4,.420,1.8-4.7,.393,4.8-5.4,.894,20,2013
20,"Deshaun Thomas, F",OSU,33,35.3,19.5,6.9-15.9,.437,1.9-5.8,.337,3.7-4.4,.836,21,2013
21,"Bryce Cotton, G",PROV,29,37.6,19.4,6.0-13.7,.435,3.0-8.3,.365,4.4-5.6,.785,22,2013
22,"Jud Dillard, G",TNTC,29,33.9,19.3,6.3-13.9,.450,1.2-3.7,.336,5.5-6.8,.812,23,2013
23,"Trey Burke, G",MICH,33,35.2,19.2,6.9-14.5,.479,2.0-4.9,.401,3.4-4.2,.793,24,2013
24,"Troy Huff, G",UND,24,32.1,19.1,7.0-15.7,.444,1.5-4.2,.356,3.7-5.6,.659,25,2013
25,"Anthony Raffa, G",CCAR,29,32.6,19.1,6.9-14.7,.467,2.1-5.9,.353,3.3-4.4,.756,26,2013
26,"Warren Niles, G",ORU,32,36.5,19.1,6.5-14.4,.448,2.8-6.8,.406,3.4-4.2,.806,27,2013
27,"Mike Muscala, C",BUCK,33,31.6,19.0,6.8-13.0,.520,0.1-0.5,.267,5.4-6.8,.788,28,2013
28,"Augustine Rubit, F",USA,29,33.3,19.0,6.2-13.2,.471,0.0-0.2,.000,6.6-8.3,.793,29,2013
